,Year,Stint,TeamID,LgId,W,L,G,GS,CG,SHO,SV,IPO,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R
AndoMo95,1965,1,YOM,NL,1,1,5,0,0,0,,45,16,6,1,7,14,,3.6,,1,0,0,66,,8
AniyaSo95,1965,1,HIR,NL,9,13,53,24,3,1,,604,161,67,22,62,127,,3,,3,10,0,804,,73
ArakaIw95,1965,1,SAN,NL,0,0,1,0,0,0,,3,0,1,0,1,0,,9,,0,1,0,5,,1
BacquGe95,1965,1,HAN,NL,18,14,40,29,20,6,,770,211,65,9,71,112,,2.28,,5,4,1,1024,10,75
BandoEi95,1965,1,CHU,NL,12,7,55,0,0,0,,469,120,39,11,45,87,,2.25,,3,3,1,617,,47
BandoSa95,1965,1,KIN,AL,0,4,27,0,0,0,,209,67,32,11,22,24,,4.13,,0,2,0,286,,33
burnspe01,1965,1,HAN,NL,5,14,32,20,6,3,,493,152,53,11,33,54,,2.9,,1,1,2,661,,62
DesaDi95,1965,1,KIN,AL,0,1,7,0,0,0,,38,11,8,3,10,6,,5.68,,0,0,0,59,,9
DobasMa95,1965,1,TOE,AL,4,10,24,17,3,0,,387,148,59,9,20,67,,4.12,,1,2,0,551,,68
EjiriAk95,1965,1,TAI,NL,0,1,5,0,0,0,,34,10,4,4,3,6,,3.18,,1,0,0,48,,5
foytapa01,1965,1,CHU,NL,2,3,18,0,0,0,,172,46,20,4,40,35,,3.14,,3,3,0,256,,24
FukuhMa95,1965,1,KIN,AL,1,0,11,2,1,1,,74,29,15,2,6,7,,5.47,,0,1,0,107,,17
FurusKe95,1965,1,HAN,NL,1,1,31,6,1,1,,201,48,27,3,42,38,,3.63,,1,2,0,276,,31
GodaEi95,1965,1,NAN,AL,2,2,15,5,1,0,,132,40,13,6,9,16,,2.66,,0,2,0,173,,16
GondoMa95,1965,1,HAN,NL,7,6,33,14,3,2,,372,90,28,6,35,79,,2.03,,4,2,0,480,,30
HamasMa96,1965,1,HNK,AL,0,0,3,0,0,0,,11,7,4,1,2,3,,9.82,,0,0,0,19,,4
HanzaSh95,1965,1,SAN,NL,1,0,3,1,1,0,,40,7,1,0,6,12,,0.68,,0,2,0,52,,1
HasatIs95,1965,1,HIR,NL,1,4,36,0,0,0,,204,54,20,5,22,45,,2.65,,0,2,1,271,,25
HashiTa96,1965,1,KIN,AL,0,0,8,0,0,0,,37,14,6,3,6,6,,4.38,,0,0,0,55,,9
HayasTo95,1965,1,NAN,AL,17,3,33,24,8,4,,576,136,48,20,58,152,,2.25,,0,4,0,760,,57
HiraoIc95,1965,1,TAI,NL,3,3,31,6,1,0,,207,55,15,3,29,52,,1.96,,1,2,1,286,,23
HirosMa95,1965,1,HNK,AL,0,0,10,0,0,0,,42,17,8,2,3,5,,5.14,,0,1,0,61,,8
HonmaMa95,1965,1,HAN,NL,1,2,13,0,0,0,,81,19,6,2,5,19,,2,,0,2,0,104,,7
HorimRi95,1965,1,TOK,AL,0,0,7,0,0,0,,45,14,5,2,5,10,,3,,0,1,0,62,,5
HosodMa95,1965,1,SAN,NL,0,0,6,0,0,0,,26,5,1,0,0,3,,1.04,,0,0,0,30,,1
IkedaHi95,1965,1,HIR,NL,13,17,38,24,9,3,,591,171,59,26,48,130,,2.7,,2,3,0,801,,78
IkenaMa95,1965,1,NIS,AL,20,10,47,30,14,3,,761,174,64,12,59,156,,2.27,,2,5,1,980,,76
InagaMa97,1965,1,TAI,NL,11,14,55,28,6,2,,697,201,75,17,89,126,,2.91,,3,5,0,960,,91
InaoKa95,1965,1,NIS,AL,13,6,38,25,13,2,,648,191,57,16,50,101,,2.38,,0,4,0,869,,71
InoueKa95,1965,1,KIN,AL,0,0,3,0,0,0,,9,4,0,0,4,3,,0,,0,0,0,17,,1
InoueYo98,1965,1,NIS,AL,11,15,41,20,5,2,,506,158,66,9,50,75,,3.52,,0,0,0,702,,72
IshidSh95,1965,1,SAN,NL,8,18,56,22,4,1,,585,178,66,10,43,74,,3.05,,3,6,1,787,,70
IshiiSh95,1965,1,HNK,AL,21,17,51,36,18,4,,906,277,95,27,51,151,,2.83,,1,4,1,1215,,115
IshikMi95,1965,1,HAN,NL,10,10,43,15,4,4,,417,126,45,13,26,66,,2.91,,0,2,0,556,,56
IshikYo96,1965,1,TOE,AL,3,3,15,5,1,1,,146,48,18,3,12,14,,3.33,,0,1,0,205,,19
IshioKo95,1965,1,SAN,NL,0,4,27,0,0,0,,159,59,28,6,18,38,,4.75,,1,1,0,233,,29
ItoYo95,1965,1,YOM,NL,2,5,23,0,0,0,,200,41,31,10,31,55,,4.19,,0,0,0,277,,33
ItoYu80,1965,1,KIN,AL,2,4,29,10,2,0,,280,85,33,9,29,34,,3.18,,1,2,0,387,,42
JonoKa95,1965,1,HIR,NL,0,2,13,0,0,0,,69,20,8,1,13,10,,3.13,,0,0,0,99,,9
JonouKu95,1965,1,YOM,NL,21,12,52,30,13,6,,774,206,70,12,52,121,,2.44,,2,12,0,1008,,80
KadooNo95,1965,1,CHU,NL,2,1,25,0,0,0,,134,39,7,2,12,18,,1.41,,1,0,0,177,,8
KadotAk95,1965,1,HIR,NL,0,0,1,0,0,0,,0,0,1,0,1,0,,NULL,,0,0,0,1,,1
KajimTa96,1965,1,HNK,AL,5,11,51,20,2,1,,532,183,71,16,50,137,,3.6,,1,1,0,747,,76
KakimMi95,1965,1,CHU,NL,9,7,31,19,3,1,,455,157,53,10,37,69,,3.15,,0,3,0,641,,63
KanamHi95,1965,1,HNK,AL,0,2,6,0,0,0,,42,15,8,2,7,6,,5.14,,0,0,0,62,,9
KanedMa96,1965,1,YOM,NL,11,6,28,16,9,3,,425,95,29,12,36,100,,1.84,,1,0,0,542,7,38
KawacYa95,1965,1,KIN,AL,0,0,6,0,0,0,,28,10,3,1,6,4,,2.89,,0,0,0,42,,5
KawamYa96,1965,1,CHU,NL,4,8,38,13,3,1,,371,106,47,12,39,69,,3.42,,2,1,1,507,,57
KiharYo95,1965,1,KIN,AL,8,12,34,18,4,0,,446,132,61,17,38,80,,3.69,,3,2,0,607,,64
KitagYo95,1965,1,YOM,NL,3,3,40,0,0,0,,249,86,27,5,10,18,,2.93,,0,1,0,336,,37
KoketHi95,1965,1,HAN,NL,0,1,5,0,0,0,,23,7,3,0,4,5,,3.52,,1,0,0,33,,5
KondoMi97,1965,1,CHU,NL,4,8,50,11,3,0,,359,95,42,12,41,65,0.22,3.16,,4,1,0,484,,46
KoyamMa95,1965,1,TOK,AL,20,20,50,38,22,4,,967,270,84,30,81,171,,2.35,,3,9,0,1303,,102
KubotOs95,1965,1,TOE,AL,3,5,15,5,1,0,,133,50,20,5,9,16,,4.06,,1,1,0,191,,29
KuboYu95,1965,1,KIN,AL,3,16,34,17,5,1,,429,175,64,12,34,38,,4.03,,2,0,0,623,,79
KuratMa95,1965,1,YOM,NL,0,0,1,0,0,0,,0,0,0,0,2,0,,NULL,,0,0,0,2,,0
KurodTs95,1965,1,KIN,AL,0,0,2,0,0,0,,13,5,1,0,2,3,,2.08,,0,0,0,19,,1
MakiKa95,1965,1,TOK,AL,9,13,42,19,4,1,,500,147,61,24,54,92,,3.29,,0,1,1,691,,74
MakinNo95,1965,1,KIN,AL,5,2,21,9,2,0,,241,80,28,7,25,11,,3.14,,0,3,0,337,,30
MakitMa95,1965,1,CHU,NL,0,0,1,0,0,0,,6,2,0,0,1,1,,0,,0,0,0,9,,0
MasudAk96,1965,1,YOM,NL,4,1,33,0,0,0,,228,52,17,3,27,47,,2.01,,0,2,2,300,,19
MatsuEi96,1965,1,TOE,AL,1,0,2,2,1,0,,39,10,2,0,4,3,,1.38,,0,0,0,51,,2
MatsuTe95,1965,1,HNK,AL,0,4,18,0,0,0,,129,52,20,7,17,23,,4.19,,1,4,0,197,,29
MihirHa95,1965,1,HNK,AL,0,1,13,0,0,0,,66,34,22,8,11,24,,9,,1,0,0,106,,24
MinagMu95,1965,1,NAN,AL,14,10,40,19,4,2,,491,140,48,12,35,89,,2.64,,0,6,0,651,,58
MineKu95,1965,1,TAI,NL,0,0,21,0,0,0,,80,28,8,1,14,15,,2.7,,0,0,0,124,,10
MiuraKi95,1965,1,NAN,AL,11,3,41,22,3,0,,535,128,31,13,44,84,,1.56,,2,3,0,702,,34
MiyamYo95,1965,1,YOM,NL,0,1,7,0,0,0,,61,24,11,2,4,8,,4.87,,0,0,0,87,,11
MiyatYu95,1965,1,YOM,NL,20,5,69,16,1,0,,494,120,38,14,25,145,,2.08,,3,2,0,627,,41
MiyazSh97,1965,1,TOE,AL,0,1,9,0,0,0,,85,31,11,3,12,10,,3.49,,0,1,0,120,,11
MiyosYu95,1965,1,HIR,NL,1,0,25,0,0,0,,142,41,13,1,10,18,,2.47,,1,0,0,183,,13
MizogNo95,1965,1,HAN,NL,0,0,1,0,0,0,,3,0,0,0,2,1,,0,,0,0,0,4,,0
MizutHi97,1965,1,CHU,NL,15,10,50,21,8,4,,576,160,53,11,44,126,,2.48,,0,4,0,768,,61
MizutMi95,1965,1,CHU,NL,0,0,6,0,0,0,,47,8,2,1,4,6,,1.15,,0,0,0,59,,3
MorikTa95,1965,1,HIR,NL,1,1,20,0,0,0,,111,38,15,4,10,16,,3.65,,0,0,0,155,,19
MorimSh95,1965,1,HAN,NL,0,0,2,0,0,0,,6,1,0,0,0,0,,0,,0,0,0,6,,0
MorinCh95,1965,1,NAN,AL,6,6,38,14,3,1,,377,111,58,18,42,94,,4.15,,2,2,0,519,,68
MoritYo96,1965,1,SAN,NL,0,4,16,0,0,0,,103,46,19,1,7,9,,4.98,,1,1,0,152,,21
MuratGe95,1965,1,SAN,NL,6,11,23,13,5,0,,332,122,48,15,21,31,,3.9,,0,4,0,470,,50
MurayMi95,1965,1,HAN,NL,25,13,39,36,26,11,,923,221,67,17,52,205,,1.96,,0,4,0,1165,,72
NagayMa95,1965,1,TOE,AL,10,3,40,15,4,2,,421,100,30,9,31,78,,1.92,,0,4,1,542,,39
NakaiEt95,1965,1,HAN,NL,0,0,1,0,0,0,,3,1,1,1,1,0,,9,,0,0,0,4,,1
NakamMi95,1965,1,YOM,NL,20,4,45,26,9,3,,661,179,54,20,41,95,,2.21,,4,3,0,843,,61
NakanKa95,1965,1,TOK,AL,0,1,7,0,0,0,,29,14,5,1,4,6,,4.66,,1,0,0,47,,6
NakayTo95,1965,1,CHU,NL,0,2,11,0,0,0,,49,17,8,4,10,11,,4.41,,2,0,0,79,,12
NanamYo95,1965,1,SAN,NL,0,0,5,0,0,0,,19,11,8,2,4,2,,11.37,,0,0,0,35,,10
NaritFu95,1965,1,TOK,AL,0,0,1,0,0,0,,6,4,2,0,0,2,,9,,0,1,0,11,,2
NiihaSh95,1965,1,TAI,NL,5,2,40,6,1,0,,232,64,27,6,23,40,,3.14,,0,2,0,317,,36
NiiyaAk95,1965,1,NAN,AL,11,4,39,0,0,0,,282,79,30,6,20,69,,2.87,,1,3,0,372,,33
NishiKa95,1965,1,HIR,NL,0,1,9,0,0,0,,32,17,8,1,1,4,,6.75,,0,0,0,50,,10
NishiMi97,1965,1,TOK,AL,4,3,38,9,1,0,,277,91,34,8,28,57,,3.31,,1,1,1,389,,38
NishiSh98,1965,1,NAN,AL,0,1,3,0,0,0,,30,13,10,3,3,4,,9,,0,2,0,48,,11
NishiYo98,1965,1,CHU,NL,0,2,25,0,0,0,,60,20,3,1,4,9,,1.35,,0,2,0,79,,4
NorosYo95,1965,1,HNK,AL,0,0,9,0,0,0,,38,18,11,1,3,9,,7.82,,0,0,0,62,,14
ObaSu95,1965,1,HIR,NL,2,3,40,7,1,1,,259,75,24,7,24,41,,2.5,,2,0,0,349,,27
OgataMa95,1965,1,SAN,NL,0,3,39,0,0,0,,189,67,30,8,21,23,,4.29,,2,1,0,275,,40
OgawaKe95,1965,1,CHU,NL,17,9,55,24,8,3,,646,183,58,13,53,126,,2.42,,1,9,0,865,,69
OikawNo96,1965,1,TAI,NL,9,10,39,20,3,1,,496,137,58,16,60,97,,3.16,,14,8,0,689,,74
OishiKi95,1965,1,HIR,NL,2,8,21,10,1,1,,245,82,32,11,22,40,,3.53,,0,2,0,340,,36
OishiYa96,1965,1,HNK,AL,0,0,3,0,0,0,,15,10,11,3,2,5,,19.8,,0,0,0,28,,11
OnoSh96,1965,1,TAI,NL,9,13,37,17,5,1,,439,135,54,12,53,84,,3.32,,4,3,0,613,,65
OsadaHi95,1965,1,KIN,AL,1,3,26,0,0,0,,107,33,17,4,9,16,,4.29,,1,3,0,141,,20
OsakiTa95,1965,1,KIN,AL,0,0,1,0,0,0,,3,4,3,0,1,0,,27,,0,0,0,8,,4
OtaKo95,1965,1,HAN,NL,0,0,13,0,0,0,,61,17,2,1,4,4,,0.89,,0,1,0,80,,4
OzakiMa95,1965,1,NIS,AL,0,1,17,0,0,0,,117,40,21,6,8,22,,4.85,,0,0,0,160,,22
OzakiYu95,1965,1,TOE,AL,27,12,61,44,26,6,,1134,261,79,23,63,259,,1.88,,1,11,0,1444,,91
RyuKe95,1965,1,HIR,NL,18,13,64,26,2,0,,678,191,58,18,50,75,,2.31,,0,3,0,893,,67
RyuTa95,1965,1,TOK,AL,1,2,29,0,0,0,,115,30,13,3,21,29,,3.05,,1,1,0,161,,15
SagaKe95,1965,1,TOE,AL,2,8,23,0,0,0,,195,66,32,6,27,23,,4.43,,1,0,0,283,,38
SakaiKa95,1965,1,TOK,AL,10,16,43,27,10,3,,676,199,76,27,47,139,,3.04,,1,12,0,898,,86
SakotSh95,1965,1,TOK,AL,6,7,46,16,4,2,,449,133,48,13,53,69,,2.89,,1,3,0,620,,55
SasakKa95,1965,1,HIR,NL,0,0,22,0,0,0,,89,27,13,6,9,21,,3.94,,0,1,0,121,,15
SasakKo95,1965,1,KIN,AL,7,20,38,17,5,2,,448,148,64,14,35,119,,3.86,,0,5,0,624,,72
SasakYo95,1965,1,TAI,NL,0,2,21,0,0,0,,134,29,14,0,20,28,,2.82,,0,0,0,177,,15
SasakYu95,1965,1,HNK,AL,1,0,5,1,0,0,,57,13,3,2,4,7,,1.42,,0,0,0,70,,3
SatoKi96,1965,1,HNK,AL,3,6,42,12,2,1,,354,117,49,8,30,48,,3.74,,1,2,0,495,,57
SatoSu95,1965,1,SAN,NL,13,17,53,26,13,3,,711,207,69,17,61,83,,2.62,,0,6,1,964,,79
SeiTo95,1965,1,NIS,AL,2,2,22,0,0,0,,167,51,25,6,10,29,,4.04,,1,2,0,224,,29
ShibaAk95,1965,1,TOE,AL,0,0,3,0,0,0,,21,7,3,1,2,2,,3.86,,0,0,0,30,,4
ShibuSe95,1965,1,SAN,NL,8,22,56,32,4,1,,776,239,101,21,98,128,,3.51,,6,3,0,1071,,110
ShimaGe95,1965,1,TAI,NL,1,1,10,3,1,0,,90,27,12,2,9,18,,3.6,,0,0,1,123,,14
SotokYo95,1965,1,HIR,NL,2,1,16,5,2,1,,154,30,8,1,12,34,,1.4,,0,0,0,190,,9
stankjo01,1965,1,NAN,AL,14,12,34,22,4,2,,518,172,63,19,57,76,,3.28,,0,4,1,723,,69
SugimIk95,1965,1,HAN,NL,0,0,1,0,0,0,,3,0,0,0,0,0,,0,,0,0,0,3,,0
SugiuTa95,1965,1,NAN,AL,8,1,36,12,3,0,,334,85,27,10,16,82,,2.18,,0,2,0,429,,27
SuzukKi95,1965,1,SAN,NL,3,4,49,0,0,0,,269,59,35,12,42,96,,3.51,,1,1,1,363,,40
SuzukTa91,1965,1,TAI,NL,4,2,38,0,0,0,,144,43,13,4,20,32,,2.44,,0,2,0,196,,13
TakahAk98,1965,1,YOM,NL,4,7,32,17,2,0,,408,140,47,12,28,77,,3.11,,0,4,0,564,,49
TakahEi95,1965,1,NAN,AL,1,3,33,0,0,0,,257,75,39,13,25,39,,4.1,,1,0,0,352,,45
TakahKa98,1965,1,YOM,NL,0,0,3,0,0,0,,18,8,6,4,5,5,,9,,0,0,0,31,,6
TakahSh95,1965,1,TAI,NL,21,17,59,33,11,5,,832,219,74,14,69,173,,2.4,,5,12,1,1099,,83
TakayIs95,1965,1,TAI,NL,0,0,12,0,0,0,,67,20,7,2,7,17,,2.82,,0,0,0,94,,7
TanabOs95,1965,1,KIN,AL,5,9,39,19,4,2,,478,125,54,17,63,66,,3.05,,2,1,0,643,,62
TanakMi97,1965,1,TOE,AL,17,14,49,25,9,1,,654,173,74,22,59,158,,3.06,,2,5,0,880,,89
TanakTs95,1965,1,NIS,AL,11,17,38,26,11,2,,648,172,77,20,84,194,,3.21,,3,5,0,880,,85
TanebYo95,1965,1,YOM,NL,4,1,33,0,0,0,,184,35,17,4,16,29,,2.49,,0,1,0,226,,17
TanigKa95,1965,1,SAN,NL,0,0,1,0,0,0,,2,2,0,0,0,1,,0,,0,0,0,3,,0
TaniTe95,1965,1,CHU,NL,0,0,1,0,0,0,,3,2,1,0,1,1,,9,,0,0,0,6,,1
TatsuHa95,1965,1,SAN,NL,4,7,43,18,2,0,,464,152,56,15,47,78,,3.26,,0,4,2,646,,67
TodaYo96,1965,1,HNK,AL,0,0,1,0,0,0,,3,3,4,1,1,1,,36,,0,0,0,7,,4
TokuhTo95,1965,1,KIN,AL,10,16,43,24,10,2,,621,175,68,21,61,85,,2.96,,0,2,1,848,,85
TominKa95,1965,1,TOE,AL,0,0,4,0,0,0,,24,8,5,1,3,2,,5.63,,0,1,0,35,,5
TsujiKi95,1965,1,TOK,AL,2,3,21,0,0,0,,134,51,26,5,15,24,,5.24,,3,1,0,192,,28
TsumaYo95,1965,1,TOK,AL,10,9,57,21,5,3,,582,184,52,15,40,94,,2.41,,0,1,0,784,,61
UkariMi95,1965,1,HIR,NL,10,14,46,24,4,3,,600,189,61,12,52,49,,2.75,,0,1,0,820,,69
WakoTa95,1965,1,NIS,AL,8,5,43,12,3,0,,366,90,41,12,35,100,,3.02,,2,6,0,490,,45
WakoTo95,1965,1,HAN,NL,3,5,32,0,0,0,,236,73,32,2,26,95,,3.66,,2,2,0,327,,35
WatanHi97,1965,1,YOM,NL,1,0,5,0,0,0,,31,10,2,1,1,4,,1.74,,0,0,0,41,,2
WatanKa97,1965,1,SAN,NL,1,1,19,0,0,0,,88,34,14,3,9,11,,4.3,,2,0,1,124,,14
WatanSh97,1965,1,HAN,NL,1,0,32,0,0,0,,165,55,15,3,12,26,,2.45,,1,1,0,227,,16
WatanTa95,1965,1,NAN,AL,4,4,25,10,1,0,,268,73,27,8,39,80,,2.72,,4,1,0,372,,31
YamamSh95,1965,1,KIN,AL,4,5,24,8,2,2,,229,73,36,4,33,50,,4.24,,1,3,0,324,,41
YamamYo95,1965,1,TOE,AL,6,4,49,10,3,0,,342,97,32,8,25,58,,2.53,,0,2,0,457,,38
YamanTa95,1965,1,CHU,NL,12,2,31,18,7,0,,466,130,34,9,35,79,,1.97,,1,3,0,612,,36
YamasTa96,1965,1,TOE,AL,0,0,2,0,0,0,,15,8,5,0,3,4,,9,,0,0,0,26,,5
YamazMa95,1965,1,TOE,AL,3,1,15,4,1,0,,131,43,19,4,14,24,,3.92,,0,2,0,190,,21
YodaYo95,1965,1,NIS,AL,3,2,32,10,2,1,,284,79,31,8,31,53,,2.95,,2,0,1,377,,35
YonedTe95,1965,1,HNK,AL,20,17,50,33,13,5,,828,280,92,22,68,139,,3,,1,6,1,1151,,112
YoshiHi91,1965,1,YOM,NL,0,1,3,0,0,0,,12,6,2,0,2,1,,4.5,,0,0,0,18,,2
YoshiSa95,1965,1,TOE,AL,0,0,8,0,0,0,,47,25,14,3,5,6,,8.04,,0,3,0,76,,15
AbeKa95,1966,1,HAN,NL,5,5,29,8,1,1,,235,76,30,2,35,22,,3.45,,1,5,0,337,,36
AdachMi95,1966,1,HNK,AL,17,14,52,33,10,3,,811,243,79,27,49,158,,2.63,,0,14,0,1099,,98
AkimoYu95,1966,1,HNK,AL,2,4,42,10,1,0,,313,107,44,8,29,47,,3.8,,1,4,3,433,,47
AkiyaNo95,1966,1,TAI,NL,6,8,34,15,3,0,,391,134,58,18,37,35,,4.01,,1,3,0,557,,67
AniyaSo95,1966,1,HIR,NL,8,14,40,20,5,2,,516,150,71,15,43,124,,3.72,,1,7,0,704,,76
BacquGe95,1966,1,HAN,NL,14,16,40,29,14,6,,729,222,75,15,69,114,,2.78,,1,9,0,997,4,91
BandoEi95,1966,1,CHU,NL,13,5,60,0,0,0,,399,103,38,14,30,91,,2.57,,5,1,0,520,,44
BandoSa95,1966,1,KIN,AL,0,0,5,0,0,0,,18,16,13,1,2,2,,19.5,,0,0,0,37,,13
ChihaYo95,1966,1,CHU,NL,0,0,8,0,0,0,,17,5,2,1,7,7,,3.18,,0,0,0,30,,2
DaigoTo95,1966,1,SAN,NL,0,0,1,0,0,0,,3,0,0,0,0,0,,0,,0,0,0,3,,0
DobasMa95,1966,1,TOE,AL,6,6,19,15,6,2,,367,97,31,11,9,43,,2.28,,0,1,0,472,,33
EjiriAk95,1966,1,TAI,NL,0,0,5,0,0,0,,19,9,3,1,1,1,,4.26,,0,0,0,30,,4
FukasYo95,1966,1,HNK,AL,0,1,1,0,0,0,,15,6,3,1,2,2,,5.4,,0,0,0,22,,3
FurusKe95,1966,1,HAN,NL,0,0,11,0,0,0,,73,27,14,2,12,16,,5.18,,0,1,0,107,,15
GodaEi95,1966,1,NAN,AL,10,1,32,12,1,1,,310,86,27,8,19,55,,2.35,,0,4,0,400,,28
GondoMa95,1966,1,HAN,NL,4,11,41,15,2,1,,408,106,34,5,37,102,,2.25,,1,4,1,546,,42
HamagMa95,1966,1,SAN,NL,0,0,1,0,0,0,,6,3,1,0,0,1,,4.5,,0,0,0,8,,1
HamasMa96,1966,1,HNK,AL,1,4,21,0,0,0,,146,55,18,3,19,27,,3.33,,1,2,0,210,,20
HanzaSh95,1966,1,SAN,NL,0,0,3,0,0,0,,12,6,4,2,2,1,,9,,0,0,0,19,,4
HasatIs95,1966,1,HIR,NL,0,0,15,0,0,0,,79,28,10,3,5,10,,3.42,,1,0,0,107,,10
HashiTa96,1966,1,KIN,AL,0,0,1,0,0,0,,0,2,2,0,1,0,,NULL,,0,0,0,3,,3
HayasTo95,1966,1,NAN,AL,0,0,4,0,0,0,,26,7,2,0,2,6,,2.08,,0,1,0,36,,2
HiraoIc95,1966,1,TAI,NL,1,5,37,0,0,0,,185,55,27,6,25,33,,3.94,,1,3,1,259,,31
HisanTs95,1966,1,HAN,NL,1,6,38,9,1,1,,280,90,29,3,30,36,,2.8,,2,8,1,393,,40
HonmaMa95,1966,1,NIS,AL,0,2,27,0,0,0,,149,43,10,2,15,23,,1.81,,0,0,0,199,,13
HoriuTs95,1966,1,YOM,NL,16,2,33,20,14,7,,543,125,28,5,69,117,,1.39,,5,4,0,714,,34
HosodMa95,1966,1,SAN,NL,0,0,3,0,0,0,,19,6,3,3,1,2,,4.26,,0,0,0,26,,3
IkedaHi95,1966,1,HIR,NL,16,12,42,28,17,6,,732,203,75,20,54,126,,2.77,,0,4,0,969,,82
IkenaMa95,1966,1,NIS,AL,15,14,47,32,13,4,,803,207,65,14,61,139,,2.19,,1,9,0,1060,,81
InagaMa97,1966,1,TAI,NL,10,11,43,22,6,2,,553,165,64,20,50,110,,3.12,,1,8,0,764,,80
InaoKa95,1966,1,NIS,AL,11,10,54,21,2,2,,557,134,37,11,23,134,,1.79,,0,5,1,711,,45
InoueKa95,1966,1,KIN,AL,0,0,5,0,0,0,,20,14,11,1,5,3,,14.85,,0,2,1,44,,14
InoueYo98,1966,1,NIS,AL,2,4,29,0,0,0,,200,64,21,5,14,33,,2.84,,0,3,0,277,,26
IshidMi80,1966,1,HAN,NL,0,0,14,0,0,0,,69,20,6,0,8,4,,2.35,,0,0,0,95,,9
IshidSh95,1966,1,SAN,NL,11,11,50,23,11,5,,631,204,74,15,49,72,,3.17,,0,9,0,870,,83
IshiiSh95,1966,1,HNK,AL,10,13,38,22,11,4,,568,170,58,17,49,72,,2.76,,1,4,0,763,,65
IshikMi95,1966,1,HAN,NL,6,13,40,17,5,1,,450,145,52,15,19,62,,3.12,,1,8,0,611,,60
IshioKo95,1966,1,SAN,NL,4,4,33,9,2,1,,280,62,22,10,28,56,,2.12,,0,1,0,376,,31
ItoYo95,1966,1,TOE,AL,1,3,37,8,2,0,,272,75,28,7,31,59,,2.78,,0,1,0,363,,34
ItoYu80,1966,1,KIN,AL,3,8,38,0,0,0,,275,95,47,7,35,56,,4.61,,1,4,0,397,,52
JonoKa95,1966,1,HIR,NL,0,0,12,0,0,0,,34,15,7,3,8,3,,5.56,,0,0,0,56,,10
JonouKu95,1966,1,YOM,NL,21,8,40,33,21,6,,846,231,63,11,53,134,,2.01,,0,7,0,1108,,70
KaburYo95,1966,1,HAN,NL,0,0,2,0,0,0,,6,2,1,0,0,1,,4.5,,0,0,0,8,,1
KadooNo95,1966,1,CHU,NL,1,2,14,0,0,0,,91,31,12,2,9,18,,3.56,,1,0,1,131,,20
KajimTa96,1966,1,HNK,AL,2,15,39,16,3,0,,425,120,58,18,47,112,,3.68,,4,4,0,586,,69
KakimMi95,1966,1,HNK,AL,0,1,16,0,0,0,,106,42,22,5,7,19,,5.6,,0,4,0,155,,22
KanamHi95,1966,1,HNK,AL,0,3,20,0,0,0,,129,48,24,4,20,29,,5.02,,0,2,0,194,,27
KanedMa96,1966,1,YOM,NL,4,6,19,11,1,0,,253,72,32,12,25,58,,3.42,,2,3,0,341,6,36
KanekJu95,1966,1,NIS,AL,0,0,1,0,0,0,,9,3,0,0,1,0,,0,,0,0,0,12,,0
KawacYa95,1966,1,KIN,AL,0,0,2,0,0,0,,24,2,0,0,3,2,,0,,0,0,0,30,,0
KawamYa96,1966,1,CHU,NL,10,7,39,18,6,0,,474,134,56,14,53,88,,3.19,,2,4,0,641,,63
KiharYo95,1966,1,KIN,AL,3,6,21,6,2,0,,183,67,35,7,16,16,,5.16,,2,1,0,261,,39
KitakFu95,1966,1,CHU,NL,6,3,22,0,0,0,,163,34,7,1,22,32,,1.16,,1,4,0,220,,9
KitarMa95,1966,1,TOK,AL,3,8,17,9,3,0,,234,76,26,4,11,32,,3,,0,0,0,319,,35
KoketHi95,1966,1,HAN,NL,0,0,5,0,0,0,,27,10,1,0,3,2,,1,,0,0,0,36,,1
KondoMi97,1966,1,CHU,NL,2,2,29,3,3,0,,153,40,15,8,14,22,0.213,2.65,,0,1,0,205,,18
KoyamMa95,1966,1,TOK,AL,20,13,49,35,23,7,,912,266,70,24,38,187,,2.07,,2,8,0,1191,,95
KubotOs95,1966,1,YOM,NL,1,1,5,3,1,0,,66,21,11,4,9,4,,4.5,,0,2,0,96,,12
KuboYu95,1966,1,KIN,AL,1,5,19,2,0,0,,213,84,31,8,15,7,,3.93,,0,2,0,306,,37
KurimMi95,1966,1,TOK,AL,0,1,6,0,0,0,,23,12,7,1,3,5,,8.22,,0,0,0,40,,8
MakiKa95,1966,1,TOK,AL,4,3,28,0,0,0,,221,76,25,9,25,45,,3.05,,0,1,0,317,,30
MakiKe95,1966,1,NAN,AL,0,2,3,0,0,0,,21,8,3,0,4,5,,3.86,,0,0,0,34,,4
MakinNo95,1966,1,KIN,AL,1,4,23,0,0,0,,137,66,34,5,14,18,,6.7,,1,0,0,216,,39
MakitMa95,1966,1,CHU,NL,0,0,4,0,0,0,,9,2,0,0,1,1,,0,,0,0,0,12,,0
MasudAk96,1966,1,YOM,NL,4,1,30,0,0,0,,175,49,18,6,14,40,,2.78,,0,1,0,229,,18
MatsuEi96,1966,1,TOE,AL,0,0,1,0,0,0,,6,2,1,0,0,0,,4.5,,0,0,0,8,,1
MatsuSh99,1966,1,CHU,NL,0,0,1,0,0,0,,2,1,0,0,1,1,,0,,0,0,0,4,,0
